"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-04-29","5.0",,,"0.8","0.0","0.0","10.6","13.9","8.3","  110","  110","10.3","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-04-30","3.7",,,"0.0","0.0","0.0","10.6","15.6","8.3","  190","  190","6.7","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-01","3.7",,,"5.6","0.0","0.0","9.3","10.0","7.2","   60","  110","6.7","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-02","2.6",,,"1.3","0.0","0.0","9.5","13.3","7.8","  150","  160","5.8","6.7","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-03","3.3",,,"19.1","0.0","0.0","11.8","12.2","10.0","   60","   60","6.3","7.2","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-04","4.9",,,"1.8","0.0","0.0","10.3","11.7","9.4","   40","   40","8.1","10.3","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-05","6.9",,,"0.0","0.0","0.0","10.4","13.9","8.3","   40","   40","11.2","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-06","6.7",,,"17.3","0.0","0.0","10.3","11.7","8.9","   90","   90","13.9","17.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-07","3.0",,,"0.0","0.0","0.0","10.6","13.3","8.9","  100","  100","8.1","9.8","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-08","5.3",,,"2.8","0.0","0.0","12.4","20.0","8.9","  320","  320","14.3","17.4","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-09","6.1",,,"0.0","0.0","0.0","16.0","22.8","8.3","  270","  270","13.0","16.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-10","4.3",,,"0.0","0.0","0.0","14.1","16.1","8.9","  240","  230","8.9","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-11","3.2",,,"0.0","0.0","0.0","15.3","21.7","8.9","  190","  190","7.2","8.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-12","3.0",,,"0.0","0.0","0.0","16.9","23.9","10.6","  160","  200","6.7","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-13","2.4",,,"6.4","0.0","0.0","14.1","18.3","11.1","  170","  170","7.2","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-14","4.6",,,"0.0","0.0","0.0","17.4","21.1","13.3","  260","  260","11.6","16.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-15","8.9",,,"0.0","0.0","0.0","13.1","15.6","8.3","  270","  270","16.5","19.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-16","8.4",,,"0.0","0.0","0.0","11.7","20.0","6.7","  290","  280","13.4","17.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-17","5.0",,,"0.0","0.0","0.0","15.0","17.8","11.7","  250","  250","9.4","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-18","3.5",,,"0.5","0.0","0.0","14.1","18.9","11.1","  150","   40","7.2","9.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-19","3.2",,,"0.0","0.0","0.0","14.1","17.8","11.7","  160","  180","6.7","8.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-20","3.2",,,"0.0","0.0","0.0","16.3","23.9","9.4","  190","  190","8.1","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-21","3.1",,,"2.5","0.0","0.0","14.4","16.7","10.0","  120","  130","7.2","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-22","3.2",,,"1.5","0.0","0.0","15.2","21.1","12.2","  180","  190","6.3","7.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-23","2.9",,,"0.0","0.0","0.0","16.3","21.1","11.1","  160","  160","6.7","7.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-24","3.0",,,"8.6","0.0","0.0","18.3","25.0","15.6","  320","  290","7.6","9.8","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-25","4.2",,,"0.0","0.0","0.0","21.7","30.6","13.9","  220","  230","8.9","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-26","4.3",,,"0.0","0.0","0.0","23.3","28.9","16.7","  190","  180","9.4","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-27","4.3",,,"0.0","0.0","0.0","20.7","25.0","17.2","  180","  180","13.0","14.8","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-28","5.1",,,"0.0","0.0","0.0","21.6","26.1","17.8","  190","  180","11.2","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-29","4.4",,,"0.3","0.0","0.0","21.3","25.6","17.8","  160","  160","7.6","9.8","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-30","4.6",,,"26.7","0.0","0.0","20.2","25.0","17.8","  190","  190","8.9","11.2","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-05-31","2.7",,,"0.0","0.0","0.0","21.2","26.1","18.9","  190","  170","5.4","6.7","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-01","4.2",,,"0.0","0.0","0.0","22.8","29.4","17.8","  100","  110","9.8","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-02","4.3",,,"0.0","0.0","0.0","18.7","22.2","16.1","  120","  110","7.2","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-03","2.3",,,"0.3","0.0","0.0","18.2","19.4","17.2","  150","  150","4.0","5.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-04","3.5",,,"0.0","0.0","0.0","20.4","25.6","17.2","  180","  180","7.2","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-05","5.6",,,"17.0","0.0","0.0","20.1","21.7","18.9","  190","  200","10.7","13.4","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-06","5.2",,,"0.0","0.0","0.0","22.8","28.9","19.4","  230","  190","9.8","11.2","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-07","5.1",,,"0.0","0.0","0.0","23.7","28.9","18.9","  320","  320","12.5","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-08","7.0",,,"16.8","0.0","0.0","18.3","21.1","12.2","  310","  290","13.9","18.3","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-09","8.5",,,"0.0","0.0","0.0","17.6","23.3","12.8","  300","  290","14.3","17.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-10","6.2",,,"0.0","0.0","0.0","20.2","26.1","15.0","  310","  310","11.2","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-11","4.0",,,"0.0","0.0","0.0","21.1","30.6","14.4","  190","  200","10.3","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-12","9.3",,,"0.0","0.0","0.0","27.1","30.6","17.2","  320","  340","14.8","20.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-13","8.6",,,"0.0","0.0","0.0","19.5","25.0","14.4","  320","  340","13.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-14","5.1",,,"0.0","0.0","0.0","20.9","27.8","15.6","  330","  330","9.8","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-15","4.1",,,"0.0","0.0","0.0","22.9","28.3","16.7","  190","  180","9.8","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-16","1.8",,,"1.0","0.0","0.0","20.5","22.2","17.2","  210","  200","4.5","5.4","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-17","3.7",,,"0.0","0.0","0.0","20.9","25.0","15.0","   90","  110","8.9","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-18","3.4",,,"0.0","0.0","0.0","20.3","25.6","15.6","  170","  170","7.2","8.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-19","3.6",,,"0.0","0.0","0.0","21.4","27.2","17.2","  150","  160","7.2","8.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-20","3.6",,,"0.0","0.0","0.0","20.8","24.4","17.2","  190","  190","7.6","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-21","4.9",,,"0.0","0.0","0.0","25.6","31.1","21.1","  190","  190","9.4","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-22","4.0",,,"0.0","0.0","0.0","26.7","33.3","19.4","  300","  320","12.5","16.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-23","2.3",,,"0.0","0.0","0.0","25.1","28.9","20.6","  200","  190","7.2","8.1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-24","4.8",,,"0.0","0.0","0.0","24.2","29.4","20.0","  120","  110","10.7","13.0","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-25","3.8",,,"0.0","0.0","0.0","22.8","27.2","18.3","  150","  150","6.7","9.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-26","4.4",,,"0.0","0.0","0.0","22.9","26.7","18.9","  170","  170","8.1","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-27","7.1",,,"2.3","0.0","0.0","22.9","27.2","18.9","  180","  170","12.5","15.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-28","4.9",,,"3.6","0.0","0.0","22.5","24.4","21.1","  160","  170","7.2","9.4","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-29","3.8",,,"0.0","0.0","0.0","25.3","31.7","21.1","  270","  270","8.1","9.8","    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-06-30","5.0",,,"0.0","0.0","0.0","25.6","29.4","21.1","  190","  190","11.2","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-01","4.2",,,"11.4","0.0","0.0","23.3","26.7","20.0","  170","  170","11.6","14.8","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-02","6.4",,,"0.0","0.0","0.0","23.6","27.2","20.6","  330","  330","11.2","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-03","4.3",,,"0.0","0.0","0.0","23.9","27.2","19.4","  200","  190","8.1","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-04","5.4",,,"13.2","0.0","0.0","23.6","27.8","18.9","  180","  180","10.7","13.4","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-05","4.3",,,"11.9","0.0","0.0","25.3","32.2","22.2","  190","  310","7.6","9.8","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-06","4.3",,,"0.0","0.0","0.0","27.7","31.1","22.2","  190","  190","8.9","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-07","3.2",,,"1.8","0.0","0.0","26.2","31.1","23.9","  200","  200","12.5","14.8","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-08","5.1",,,"0.5","0.0","0.0","25.8","30.6","20.0","  110","  120","9.8","12.1","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-09","5.1",,,"6.4","0.0","0.0","20.4","22.2","18.9","  110","  120","7.6","9.4","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-10","4.7",,,"0.0","0.0","0.0","22.9","28.9","20.0","  310","  310","9.8","12.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-11","4.3",,,"0.0","0.0","0.0","23.1","27.8","19.4","   20","   20","8.1","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-12","5.0",,,"0.0","0.0","0.0","22.7","26.7","18.9","  180","  170","10.3","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-13","5.0",,,"0.0","0.0","0.0","23.8","27.8","21.1","  180","  170","9.8","12.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-14","3.9",,,"7.1","0.0","0.0","25.6","29.4","23.3","  180","  180","9.8","12.5","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-15","5.1",,,"0.0","0.0","0.0","28.6","33.3","25.0","  230","  230","9.4","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-16","4.1",,,"1.8","0.0","0.0","27.9","31.1","23.3","  180","  250","9.4","11.6","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-17","3.8",,,"0.0","0.0","0.0","26.2","30.6","22.8","  190","  190","8.9","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-18","4.8",,,"4.6","0.0","0.0","26.8","32.8","23.3","  270","  270","15.7","19.7","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-19","5.9",,,"0.0","0.0","0.0","26.4","30.0","23.3","  320","  290","10.3","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-20","3.7",,,"0.0","0.0","0.0","24.6","27.2","20.0","  190","  190","6.7","8.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-21","6.4",,,"0.0","0.0","0.0","24.9","29.4","21.1","  190","  190","11.6","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-22","6.1",,,"0.0","0.0","0.0","26.4","32.2","22.8","  190","  230","9.4","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-23","5.6",,,"0.0","0.0","0.0","30.8","36.7","25.0","  250","  270","9.8","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-24","4.8",,,"0.0","0.0","0.0","28.6","32.2","22.8","  190","  200","10.7","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-25","4.6",,,"62.7","0.0","0.0","25.7","30.6","23.3","  360","  360","9.8","12.1","    1",,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-26","5.1",,,"0.0","0.0","0.0","27.6","33.9","23.3","  310","  310","9.8","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-27","3.3",,,"0.0","0.0","0.0","27.8","31.1","23.9","  170","  170","7.6","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-28","3.6",,,"0.0","0.0","0.0","26.6","31.1","23.3","  200","  200","8.9","10.3","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-29","4.5",,,"16.5","0.0","0.0","25.1","30.0","21.1","   30","   40","8.9","11.6","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-30","3.4",,,"4.6","0.0","0.0","25.2","29.4","22.8","  140","  140","7.2","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-07-31","4.7",,,"11.4","0.0","0.0","24.8","26.7","22.8","   90","   90","12.5","16.1","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-01","4.0",,,"0.0","0.0","0.0","23.1","25.6","21.1","  130","  110","7.6","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-02","3.8",,,"0.0","0.0","0.0","23.2","26.1","19.4","   30","   20","7.6","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-03","3.5",,,"0.0","0.0","0.0","22.3","26.1","17.8","  110","  110","7.2","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-04","3.0",,,"0.0","0.0","0.0","22.4","26.7","17.8","  180","  190","5.8","7.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-05","5.1",,,"0.0","0.0","0.0","23.4","27.2","20.0","  180","  190","8.9","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-06","4.7",,,"4.6","0.0","0.0","25.1","28.9","23.3","  180","  200","6.3","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-07","4.6",,,"0.0","0.0","0.0","26.9","31.7","20.0","  320","  320","6.7","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-08","3.1",,,"0.0","0.0","0.0","26.5","28.9","22.8","   10","   10","5.4","5.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-09","3.8",,,"0.0","0.0","0.0","25.7","30.0","21.7","  170","  170","6.7","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-10","6.0",,,"1.3","0.0","0.0","25.9","28.9","23.3","  190","  190","10.3","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-11","4.0",,,"1.5","0.0","0.0","28.0","33.3","25.6","  300","  300","7.6","10.3",,,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-12","5.4",,,"0.3","0.0","0.0","28.4","32.2","25.0","  240","  300","9.8","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-13","4.8",,,"0.0","0.0","0.0","29.4","32.8","26.7","  180","  180","8.9","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-14","4.5",,,"0.3","0.0","0.0","30.8","35.0","27.8","  300","  300","10.3","13.0",,,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-15","3.8",,,"0.0","0.0","0.0","28.7","31.1","25.6","  170","  170","5.8","5.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-16","6.0",,,"0.0","0.0","0.0","27.7","30.6","25.0","  170","  170","10.7","16.5",,,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-17","6.5",,,"0.3","0.0","0.0","27.7","30.6","25.0","  250","  250","12.5","16.1",,,"    1",,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-18","2.2",,,"0.3","0.0","0.0","26.2","29.4","23.3","  180",,"4.5",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-19","3.4",,,"0.0","0.0","0.0","26.4","30.6","24.4","  360","  360","6.7","9.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-20","3.0",,,"0.8","0.0","0.0","26.1","30.6","23.3","  150",,"7.2",,,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-21","5.6",,,"6.6","0.0","0.0","26.5","28.9","24.4","  200","  200","8.9","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-22","7.2",,,"0.0","0.0","0.0","24.2","27.2","20.0","  330","  340","10.3","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2016-08-23","3.6",,,"0.0","0.0","0.0","21.9","26.1","17.8","  200","  180","6.7","9.8",,,,,,,,,,,,,,,,,,,
